username;;date;;retweets;;favorites;;text;;geo;;mentions;;hashtags;;id;;permalink
Carlos_Rico_G;;2017-09-15 19:42;;0;;0;;"!!!...By @cabronazi en Córdoba, Spain https://www.instagram.com/p/BZEuUfbDmEH/";;;;@cabronazi;;;;"908778168076582912";;https://twitter.com/Carlos_Rico_G/status/908778168076582912
SolmaryLopez;;2017-09-15 07:47;;0;;0;;"Os dejo una receta de smoothie!!! Está super rico y además es muy… https://www.instagram.com/p/BZDcdyxn9YO6quHz45FqAExrcaTrFEnM7UFSRs0/ …";;;;;;;;"908598214097461248";;https://twitter.com/SolmaryLopez/status/908598214097461248
Dajjiro;;2017-09-14 13:22;;0;;0;;"Hay algo mejor en la vida que esto ??? #vidasana #gloton #rico en… https://www.instagram.com/p/BZBd_2Mjq6SzHjTZScvYVimVYP9_fZt3VDT7cw0/ …";;;;;;#vidasana #gloton #rico;;"908320067498254336";;https://twitter.com/Dajjiro/status/908320067498254336
el_rastek;;2017-09-14 08:42;;0;;0;;"Ay que rico. @Olhão https://www.instagram.com/p/BZA9-FVDfmh5zuJ_M-Mo9zgsNnl1ogd665cdmE0/ …";;;;@Olhão;;;;"908249642030297089";;https://twitter.com/el_rastek/status/908249642030297089
taperiaorganica;;2017-09-13 11:48;;1;;1;;"#menudeldia para el #almuerzo #sano sin freidora #rico y hecho con mucho #cariño #malaga… https://www.instagram.com/p/BY-ufInBwsV/";;;;;;#menudeldia #almuerzo #sano #rico #cariño #malaga;;"907934104389382145";;https://twitter.com/taperiaorganica/status/907934104389382145
Tininho23;;2017-09-11 10:33;;0;;0;;"jajaja grande crack al rico picapollo con planato ehh q te gusta. Un abrazo";;;;;;;;"907190271913414657";;https://twitter.com/Tininho23/status/907190271913414657
JoseABarraganS;;2017-09-09 10:53;;0;;0;;"#desayuno #cuña #bollo #bolleria #chocolate #crema #pasteleria #cadiz #rico #batido en Cádiz https://www.instagram.com/p/BY0U9dqDtSD/";;;;;;#desayuno #cuña #bollo #bolleria #chocolate #crema #pasteleria #cadiz #rico #batido;;"906470600570322946";;https://twitter.com/JoseABarraganS/status/906470600570322946
juanjocapel;;2017-09-07 11:40;;0;;0;;"No todo lo rico engorda, no todo lo bueno es pecado. en… https://www.instagram.com/p/BYvQyNtDeLQmHJW_ITDom6pEI9uGKzDlO2jwME0/ …";;;;;;;;"905757740085194754";;https://twitter.com/juanjocapel/status/905757740085194754
JoseABarraganS;;2017-09-06 18:12;;0;;0;;"#albondigas #almondigas #guisado #decasa #hechoamano #hechaencasa #madre #rico #detolavida en Cádiz https://www.instagram.com/p/BYtY3xFDQps/";;;;;;#albondigas #almondigas #guisado #decasa #hechoamano #hechaencasa #madre #rico #detolavida;;"905494044947701760";;https://twitter.com/JoseABarraganS/status/905494044947701760
JuanFeGa;;2017-09-06 13:28;;0;;0;;"¡¡Sencillo y rico!!! #objetivo10fit #almeria #almuerzo #lunch #salmorejo #mediterranean… https://www.instagram.com/p/BYs4VnqlTqt/";;;;;;#objetivo10fit #almeria #almuerzo #lunch #salmorejo #mediterranean;;"905422504910512128";;https://twitter.com/JuanFeGa/status/905422504910512128
taperiaorganica;;2017-09-06 11:31;;0;;1;;"#menu para el #almuerzo #sano de hoy #sano sin freidora #rico y hecho con mucho #cariño #malaga… https://www.instagram.com/p/BYsq7TXB7Ch/";;;;;;#menu #almuerzo #sano #sano #rico #cariño #malaga;;"905393004344557568";;https://twitter.com/taperiaorganica/status/905393004344557568
